MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
538008123,2026-09-07 18:40:00,19.438496,71.580191,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 18:45:00,19.431765,71.585768,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 18:50:00,19.425067,71.591351,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 18:55:00,19.418262,71.59703,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:00:00,19.411545,71.602608,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:05:00,19.404591,71.608116,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:10:00,19.397788,71.613855,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:15:00,19.391171,71.61939,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:20:00,19.384334,71.625026,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:25:00,19.377611,71.6307,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:30:00,19.370719,71.636271,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:35:00,19.363976,71.641888,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:40:00,19.357247,71.647449,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:45:00,19.350455,71.653101,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:50:00,19.343572,71.65861,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 19:55:00,19.336737,71.664184,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:00:00,19.330005,71.669953,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:05:00,19.323336,71.675557,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:10:00,19.316456,71.681083,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:15:00,19.3097,71.686775,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:20:00,19.302942,71.692328,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:25:00,19.296127,71.697928,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:30:00,19.289373,71.703636,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:35:00,19.282572,71.709163,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:40:00,19.275768,71.714754,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:45:00,19.268957,71.720312,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:50:00,19.262214,71.726025,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 20:55:00,19.255329,71.731536,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:00:00,19.248634,71.737257,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:05:00,19.241877,71.742907,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:10:00,19.235088,71.748402,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:15:00,19.228252,71.754006,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:20:00,19.221576,71.75962,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:25:00,19.214746,71.765319,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:30:00,19.207965,71.770958,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:35:00,19.201058,71.776566,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:40:00,19.194438,71.782143,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:45:00,19.187508,71.787775,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:50:00,19.180684,71.793369,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 21:55:00,19.174026,71.799025,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:00:00,19.167211,71.804608,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:05:00,19.160472,71.810118,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:10:00,19.153723,71.81572,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:15:00,19.146919,71.821322,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:20:00,19.140051,71.826916,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:25:00,19.133304,71.832684,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:30:00,19.126401,71.838232,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:35:00,19.119709,71.843846,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:40:00,19.112912,71.84948,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:45:00,19.10624,71.855029,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:50:00,19.099324,71.860646,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 22:55:00,19.092572,71.866302,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:00:00,19.08583,71.871919,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:05:00,19.078962,71.877415,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:10:00,19.072178,71.883035,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:15:00,19.065418,71.888717,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:20:00,19.05868,71.894227,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:25:00,19.051948,71.899894,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:30:00,19.045032,71.905558,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:35:00,19.038239,71.911074,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:40:00,19.031444,71.916774,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:45:00,19.024669,71.922396,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:50:00,19.017998,71.927962,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-07 23:55:00,19.011095,71.933518,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:00:00,19.004408,71.939221,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:05:00,18.997553,71.944719,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:10:00,18.990846,71.950336,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:15:00,18.983999,71.955956,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:20:00,18.97733,71.961532,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:25:00,18.97048,71.967281,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:30:00,18.963667,71.972876,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:35:00,18.95693,71.978521,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:40:00,18.950063,71.984133,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:45:00,18.943356,71.989633,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:50:00,18.936508,71.995194,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 00:55:00,18.929736,72.000929,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:00:00,18.923035,72.006488,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:05:00,18.916124,72.012045,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:10:00,18.909435,72.017735,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:15:00,18.902532,72.023313,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:20:00,18.895864,72.028944,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:25:00,18.888964,72.034601,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:30:00,18.882289,72.040088,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:35:00,18.875491,72.045827,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:40:00,18.868717,72.051429,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:45:00,18.861907,72.057088,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:50:00,18.855202,72.062597,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 01:55:00,18.848295,72.068302,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:00:00,18.841496,72.073753,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:05:00,18.834818,72.079358,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:10:00,18.827982,72.085014,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:15:00,18.821237,72.09074,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:20:00,18.814377,72.096286,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:25:00,18.807616,72.101963,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:30:00,18.800916,72.107578,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:35:00,18.794054,72.113068,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:40:00,18.787326,72.11871,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:45:00,18.780485,72.124267,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:50:00,18.773745,72.129967,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 02:55:00,18.766853,72.135577,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 03:00:00,18.76012,72.141193,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 03:05:00,18.753271,72.14668,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 03:10:00,18.746489,72.15234,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 03:15:00,18.739721,72.15808,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 03:20:00,18.73305,72.163658,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
538008123,2026-09-08 03:25:00,18.726223,72.169259,6.2,142.0,142.0,MT PACIFIC GLORY,IMO9412345,V7PG2,80,0,245,42,14.5,80,A
419000112,2026-09-07 17:30:00,22.931749,67.826784,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 17:35:00,22.923904,67.845182,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 17:40:00,22.915982,67.863617,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 17:45:00,22.908119,67.88199,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 17:50:00,22.9001,67.900276,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 17:55:00,22.892185,67.918651,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:00:00,22.884164,67.937168,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:05:00,22.876306,67.955488,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:10:00,22.868427,67.973937,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:15:00,22.860395,67.99225,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:20:00,22.852632,68.010562,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:25:00,22.844693,68.028974,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:30:00,22.83666,68.047468,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:35:00,22.828715,68.065738,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:40:00,22.820903,68.084129,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:45:00,22.812851,68.102529,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:50:00,22.80498,68.120967,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 18:55:00,22.797044,68.139295,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:00:00,22.789156,68.157644,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:05:00,22.781322,68.176105,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:10:00,22.773354,68.194415,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:15:00,22.765468,68.212899,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:20:00,22.757391,68.231245,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:25:00,22.74956,68.249642,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:30:00,22.741636,68.268097,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:35:00,22.733786,68.286371,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:40:00,22.725881,68.304759,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:45:00,22.717803,68.323158,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:50:00,22.709921,68.341547,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 19:55:00,22.702001,68.359951,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:00:00,22.694199,68.378234,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:05:00,22.686251,68.396757,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:10:00,22.678307,68.415141,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:15:00,22.670248,68.43347,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:20:00,22.662438,68.451836,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:25:00,22.654395,68.47027,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:30:00,22.646517,68.488642,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:35:00,22.63861,68.50706,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:40:00,22.630785,68.525317,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:45:00,22.622873,68.543697,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:50:00,22.614944,68.562225,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 20:55:00,22.607025,68.580496,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:00:00,22.599038,68.598969,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:05:00,22.591208,68.617262,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:10:00,22.583257,68.635761,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:15:00,22.575239,68.654044,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:20:00,22.567265,68.672429,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:25:00,22.55935,68.690807,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:30:00,22.551483,68.70925,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
419000112,2026-09-07 21:35:00,22.543509,68.72769,13.5,115.0,115.0,MT ARABIAN BREEZE,IMO9511200,ATAB,80,0,274,48,16.0,80,A
